   3.1001000000000012e-01	   7.0710678118654757e-01	   5.8710477533113625e-01	   6.7041270152990107e-01
   3.2001000000000013e-01	   7.0710678118654757e-01	   5.8292133298967852e-01	   6.6921787730274218e-01
   3.3001000000000014e-01	   7.0710678118654757e-01	   5.7872063313431876e-01	   6.6802194925734038e-01
   3.4001000000000015e-01	   7.0710678118654757e-01	   5.7450289174424130e-01	   6.6682487842267835e-01
   3.5001000000000015e-01	   7.0710678118654757e-01	   5.7026832577456432e-01	   6.6562662560298014e-01
   3.6001000000000016e-01	   7.0710678118654757e-01	   5.6601715314171319e-01	   6.6442715138203745e-01
   3.7001000000000017e-01	   7.0710678118654757e-01	   5.6174959270872449e-01	   6.6322641612754696e-01
   3.8001000000000018e-01	   7.0710678118654757e-01	   5.5746586427048650e-01	   6.6202437999547115e-01
   3.9001000000000019e-01	   7.0710678118654757e-01	   5.5316618853891375e-01	   6.6082100293441870e-01
   4.0001000000000020e-01	   7.0710678118654757e-01	   5.4885078712805879e-01	   6.5961624469004521e-01
   4.1001000000000021e-01	   7.0710678118654757e-01	   5.4451988253916062e-01	   6.5841006480947162e-01
   4.2001000000000022e-01	   7.0710678118654757e-01	   5.4017369814563199e-01	   6.5720242264571982e-01
   4.3001000000000023e-01	   7.0710678118654757e-01	   5.3581245817798773e-01	   6.5599327736217139e-01
   4.4001000000000023e-01	   7.0710678118654757e-01	   5.3143638770871160e-01	   6.5478258793704069e-01
   4.5001000000000024e-01	   7.0710678118654757e-01	   5.2704571263706845e-01	   6.5357031316786462e-01
   4.6001000000000025e-01	   7.0710678118654757e-01	   5.2264065967385631e-01	   6.5235641167601310e-01
   4.7001000000000026e-01	   7.0710678118654757e-01	   5.1822145632610572e-01	   6.5114084191121446e-01
   4.8001000000000027e-01	   7.0710678118654757e-01	   5.1378833088172127e-01	   6.4992356215609826e-01
   4.9001000000000028e-01	   7.0710678118654757e-01	   5.0934151239407455e-01	   6.4870453053075317e-01
   5.0001000000000029e-01	   7.0710678118654757e-01	   5.0488123066654045e-01	   6.4748370499729879e-01
   5.1001000000000030e-01	   7.0710678118654757e-01	   5.0040771623698421e-01	   6.4626104336447754e-01
   5.2001000000000031e-01	   7.0710678118654757e-01	   4.9592120036220028e-01	   6.4503650329225926e-01
   5.3001000000000031e-01	   7.0710678118654757e-01	   4.9142191500229954e-01	   6.4381004229645933e-01
   5.4001000000000032e-01	   7.0710678118654757e-01	   4.8691009280505160e-01	   6.4258161775337042e-01
   5.5001000000000033e-01	   7.0710678118654757e-01	   4.8238596709017895e-01	   6.4135118690441262e-01
   5.6001000000000034e-01	   7.0710678118654757e-01	   4.7784977183360783e-01	   6.4011870686079109e-01
   5.7001000000000035e-01	   7.0710678118654757e-01	   4.7330174165167360e-01	   6.3888413460817361e-01
   5.8001000000000036e-01	   7.0710678118654757e-01	   4.6874211178528463e-01	   6.3764742701137112e-01
   5.9001000000000037e-01	   7.0710678118654757e-01	   4.6417111808404365e-01	   6.3640854081904041e-01
   6.0001000000000038e-01	   7.0710678118654757e-01	   4.5958899699032973e-01	   6.3516743266839470e-01
   6.1001000000000039e-01	   7.0710678118654757e-01	   4.5499598552334086e-01	   6.3392405908992433e-01
   6.2001000000000039e-01	   7.0710678118654757e-01	   4.5039232126309786e-01	   6.3267837651212933e-01
   6.3001000000000040e-01	   7.0710678118654757e-01	   4.4577824233441288e-01	   6.3143034126626540e-01
   6.4001000000000041e-01	   7.0710678118654757e-01	   4.4115398739082190e-01	   6.3017990959109593e-01
   6.5001000000000042e-01	   7.0710678118654757e-01	   4.3651979559848220e-01	   6.2892703763765956e-01
   6.6001000000000043e-01	   7.0710678118654757e-01	   4.3187590662003800e-01	   6.2767168147403973e-01
   6.7001000000000044e-01	   7.0710678118654757e-01	   4.2722256059845365e-01	   6.2641379709014922e-01
   6.8001000000000045e-01	   7.0710678118654757e-01	   4.2255999814081602e-01	   6.2515334040252490e-01
   6.9001000000000046e-01	   7.0710678118654757e-01	   4.1788846030210797e-01	   6.2389026725912400e-01
   7.0001000000000047e-01	   7.0710678118654757e-01	   4.1320818856895347e-01	   6.2262453344413371e-01
   7.1001000000000047e-01	   7.0710678118654757e-01	   4.0851942484333503e-01	   6.2135609468278619e-01
   7.2001000000000048e-01	   7.0710678118654757e-01	   4.0382241142628744e-01	   6.2008490664618254e-01
   7.3001000000000049e-01	   7.0710678118654757e-01	   3.9911739100156451e-01	   6.1881092495612278e-01
   7.4001000000000050e-01	   7.0710678118654757e-01	   3.9440460661928411e-01	   6.1753410518994001e-01
   7.5001000000000051e-01	   7.0710678118654757e-01	   3.8968430167955098e-01	   6.1625440288534383e-01
   7.6001000000000052e-01	   7.0710678118654757e-01	   3.8495671991605823e-01	   6.1497177354526844e-01
   7.7001000000000053e-01	   7.0710678118654757e-01	   3.8022210537967027e-01	   6.1368617264272418e-01
   7.8001000000000054e-01	   7.0710678118654757e-01	   3.7548070242198595e-01	   6.1239755562565634e-01
   7.9001000000000055e-01	   7.0710678118654757e-01	   3.7073275567888614e-01	   6.1110587792180604e-01
   8.0001000000000055e-01	   7.0710678118654757e-01	   3.6597851005406440e-01	   6.0981109494357744e-01
   8.1001000000000056e-01	   7.0710678118654757e-01	   3.6121821070254362e-01	   6.0851316209290707e-01
   8.2001000000000057e-01	   7.0710678118654757e-01	   3.5645210301417923e-01	   6.0721203476613572e-01
   8.3001000000000058e-01	   7.0710678118654757e-01	   3.5168043259714982e-01	   6.0590766835888510e-01
   8.4001000000000059e-01	   7.0710678118654757e-01	   3.4690344526143774e-01	   6.0460001827093601e-01
   8.5001000000000060e-01	   7.0710678118654757e-01	   3.4212138700229938e-01	   6.0328903991110672e-01
   8.6001000000000061e-01	   7.0710678118654757e-01	   3.3733450398372700e-01	   6.0197468870213611e-01
   8.7001000000000062e-01	   7.0710678118654757e-01	   3.3254304252190442e-01	   6.0065692008556493e-01
   8.8001000000000063e-01	   7.0710678118654757e-01	   3.2774724906865510e-01	   5.9933568952662164e-01
   8.9001000000000063e-01	   7.0710678118654757e-01	   3.2294737019488784e-01	   5.9801095251910386e-01
   9.0001000000000064e-01	   7.0710678118654757e-01	   3.1814365257403632e-01	   5.9668266459026276e-01
   9.1001000000000065e-01	   7.0710678118654757e-01	   3.1333634296549939e-01	   5.9535078130568608e-01
   9.2001000000000066e-01	   7.0710678118654757e-01	   3.0852568819807807e-01	   5.9401525827418344e-01
   9.3001000000000067e-01	   7.0710678118654757e-01	   3.0371193515341433e-01	   5.9267605115266320e-01
   9.4001000000000068e-01	   7.0710678118654757e-01	   2.9889533074943048e-01	   5.9133311565101598e-01
   9.5001000000000069e-01	   7.0710678118654757e-01	   2.9407612192377253e-01	   5.8998640753698905e-01
   9.6001000000000070e-01	   7.0710678118654757e-01	   2.8925455561725621e-01	   5.8863588264106348e-01
   9.7001000000000071e-01	   7.0710678118654757e-01	   2.8443087875731965e-01	   5.8728149686132747e-01
   9.8001000000000071e-01	   7.0710678118654757e-01	   2.7960533824148176e-01	   5.8592320616834159e-01
   9.9001000000000072e-01	   7.0710678118654757e-01	   2.7477818092080819e-01	   5.8456096661000723e-01
