   1.0000000000000001e-05	   7.0710678118654757e-01	   7.0710324564515747e-01	   7.0710560269304767e-01
   1.0010000000000000e-02	   7.0710678118654757e-01	   7.0355593266199867e-01	   7.0592708643331969e-01
   2.0010000000000000e-02	   7.0710678118654757e-01	   6.9998522723398615e-01	   7.0474854049338775e-01
   3.0010000000000002e-02	   7.0710678118654757e-01	   6.9639130824142481e-01	   7.0356993486634067e-01
   4.0010000000000004e-02	   7.0710678118654757e-01	   6.9277435595932735e-01	   7.0239123921643376e-01
   5.0010000000000006e-02	   7.0710678118654757e-01	   6.8913455204109597e-01	   7.0121242286483321e-01
   6.0010000000000008e-02	   7.0710678118654757e-01	   6.8547207950637590e-01	   7.0003345479313672e-01
   7.0010000000000003e-02	   7.0710678118654757e-01	   6.8178712272882691e-01	   6.9885430364699141e-01
   8.0009999999999998e-02	   7.0710678118654757e-01	   6.7807986742379733e-01	   6.9767493773968636e-01
   9.0009999999999993e-02	   7.0710678118654757e-01	   6.7435050063590007e-01	   6.9649532505577483e-01
   1.0000999999999999e-01	   7.0710678118654757e-01	   6.7059921072650042e-01	   6.9531543325474532e-01
   1.1000999999999998e-01	   7.0710678118654757e-01	   6.6682618736109822e-01	   6.9413522967472840e-01
   1.2000999999999998e-01	   7.0710678118654757e-01	   6.6303162149663009e-01	   6.9295468133620852e-01
   1.3000999999999999e-01	   7.0710678118654757e-01	   6.5921570536866880e-01	   6.9177375494578353e-01
   1.4001000000000000e-01	   7.0710678118654757e-01	   6.5537863247854078e-01	   6.9059241689994122e-01
   1.5001000000000000e-01	   7.0710678118654757e-01	   6.5152059758034864e-01	   6.8941063328887042e-01
   1.6001000000000001e-01	   7.0710678118654757e-01	   6.4764179666790622e-01	   6.8822836990029435e-01
   1.7001000000000002e-01	   7.0710678118654757e-01	   6.4374242696158590e-01	   6.8704559222334005e-01
   1.8001000000000003e-01	   7.0710678118654757e-01	   6.3982268689507704e-01	   6.8586226545242124e-01
   1.9001000000000004e-01	   7.0710678118654757e-01	   6.3588277610206356e-01	   6.8467835449116432e-01
   2.0001000000000005e-01	   7.0710678118654757e-01	   6.3192289540281077e-01	   6.8349382395634617e-01
   2.1001000000000006e-01	   7.0710678118654757e-01	   6.2794324679067037e-01	   6.8230863818186405e-01
   2.2001000000000007e-01	   7.0710678118654757e-01	   6.2394403341850457e-01	   6.8112276122273807e-01
   2.3001000000000008e-01	   7.0710678118654757e-01	   6.1992545958502743e-01	   6.7993615685912145e-01
   2.4001000000000008e-01	   7.0710678118654757e-01	   6.1588773072106207e-01	   6.7874878860035537e-01
   2.5001000000000007e-01	   7.0710678118654757e-01	   6.1183105337572197e-01	   6.7756061968903414e-01
   2.6001000000000007e-01	   7.0710678118654757e-01	   6.0775563520251319e-01	   6.7637161310510452e-01
   2.7001000000000008e-01	   7.0710678118654757e-01	   6.0366168494535699e-01	   6.7518173156997896e-01
   2.8001000000000009e-01	   7.0710678118654757e-01	   5.9954941242453652e-01	   6.7399093755068717e-01
   2.9001000000000010e-01	   7.0710678118654757e-01	   5.9541902852256900e-01	   6.7279919326403215e-01
   3.0001000000000011e-01	   7.0710678118654757e-01	   5.9127074517000167e-01	   6.7160646068078567e-01
