   0.0000000000000000e+00	   0.0000000000000000e+00	   9.9999979172866160e-01
   1.0000000000000001e-01	   9.9833416646828155e-02	   9.9333937488645219e-01
   2.0000000000000001e-01	   1.9866933079506122e-01	   9.7675383936471805e-01
   3.0000000000000004e-01	   2.9552020666133960e-01	   9.5040890235194475e-01
   4.0000000000000002e-01	   3.8941834230865052e-01	   9.1456779375028407e-01
   5.0000000000000000e-01	   4.7942553860420301e-01	   8.6958862606939125e-01
   5.9999999999999998e-01	   5.6464247339503537e-01	   8.1592081628459245e-01
   6.9999999999999996e-01	   6.4421768723769102e-01	   7.5410059541104391e-01
   7.9999999999999993e-01	   7.1735609089952268e-01	   6.8474565066066528e-01
   8.9999999999999991e-01	   7.8332690962748330e-01	   6.0854895371570150e-01
   9.9999999999999989e-01	   8.4147098480789639e-01	   5.2627183678474931e-01
   1.0999999999999999e+00	   8.9120736006143531e-01	   4.3873638562298162e-01
   1.2000000000000000e+00	   9.3203908596722629e-01	   3.4681722552304212e-01
   1.3000000000000000e+00	   9.6355818541719296e-01	   2.5143278234820582e-01
   1.4000000000000001e+00	   9.8544972998846025e-01	   1.5353610592477196e-01
   1.5000000000000002e+00	   9.9749498660405445e-01	   5.4105347483232404e-02
   1.6000000000000003e+00	   9.9957360304150511e-01	  -4.5866013705513721e-02
   1.7000000000000004e+00	   9.9166481045246857e-01	  -1.4537909684660177e-01
   1.8000000000000005e+00	   9.7384763087819504e-01	  -2.4343960010793753e-01
   1.9000000000000006e+00	   9.4630008768741425e-01	  -3.3906773535542833e-01
   2.0000000000000004e+00	   9.0929742682568149e-01	  -4.3130801787213957e-01
   2.1000000000000005e+00	   8.6320936664887349e-01	  -5.1923881324574783e-01
   2.2000000000000006e+00	   8.0849640381958987e-01	  -6.0198154603493648e-01
   2.3000000000000007e+00	   7.4570521217671970e-01	  -6.7870947820478722e-01
   2.4000000000000008e+00	   6.7546318055115029e-01	  -7.4865596961993752e-01
   2.5000000000000009e+00	   5.9847214410395577e-01	  -8.1112213805941102e-01
   2.6000000000000010e+00	   5.1550137182146338e-01	  -8.6548384221672559e-01
   2.7000000000000011e+00	   4.2737988023382895e-01	  -9.1119791791353100e-01
   2.8000000000000012e+00	   3.3498815015590383e-01	  -9.4780760521653162e-01
   2.9000000000000012e+00	   2.3924932921398112e-01	  -9.7494711223174768e-01
   3.0000000000000013e+00	   1.4112000805986591e-01	  -9.9234526997621175e-01
   3.1000000000000014e+00	   4.1580662433289159e-02	  -9.9982824180880758e-01
   3.2000000000000015e+00	  -5.8374143427581418e-02	  -9.9732126034852575e-01
   3.3000000000000016e+00	  -1.5774569414324996e-01	  -9.8484937452541910e-01
   3.4000000000000017e+00	  -2.5554110202683294e-01	  -9.6253719929997583e-01
   3.5000000000000018e+00	  -3.5078322768962150e-01	  -9.3060767055162252e-01
   3.6000000000000019e+00	  -4.4252044329485407e-01	  -8.8937981757711349e-01
   3.7000000000000020e+00	  -5.2983614090849485e-01	  -8.3926557545525871e-01
   3.8000000000000020e+00	  -6.1185789094272069e-01	  -7.8076566912776391e-01
   3.9000000000000021e+00	  -6.8776615918397532e-01	  -7.1446461032116682e-01
   4.0000000000000018e+00	  -7.5680249530792942e-01	  -6.4102485729883940e-01
   4.1000000000000014e+00	  -8.1827711106441137e-01	  -5.6118019579702494e-01
   4.2000000000000011e+00	  -8.7157577241358863e-01	  -4.7572840728031957e-01
   4.3000000000000007e+00	  -9.1616593674945523e-01	  -3.8552329777297500e-01
   4.4000000000000004e+00	  -9.5160207388951601e-01	  -2.9146616691133870e-01
   4.5000000000000000e+00	  -9.7753011766509701e-01	  -1.9449680245582912e-01
   4.5999999999999996e+00	  -9.9369100363346441e-01	  -9.5584090242276654e-02
   4.6999999999999993e+00	  -9.9992325756410083e-01	   4.2836666050756938e-03
   4.7999999999999989e+00	  -9.9616460883584079e-01	   1.0410862247170434e-01
   4.8999999999999986e+00	  -9.8245261262433281e-01	   2.0289335939633188e-01
   4.9999999999999982e+00	  -9.5892427466313901e-01	   2.9965085294149690e-01
   5.0999999999999979e+00	  -9.2581468232773312e-01	   3.9341433421547278e-01
   5.1999999999999975e+00	  -8.8345465572015447e-01	   4.8324694950745467e-01
   5.2999999999999972e+00	  -8.3226744222390270e-01	   5.6825112102016317e-01
   5.3999999999999968e+00	  -7.7276448755598937e-01	   6.4757751517048845e-01
   5.4999999999999964e+00	  -7.0554032557039448e-01	   7.2043352884989409e-01
   5.5999999999999961e+00	  -6.3126663787232429e-01	   7.8609120885269324e-01
   5.6999999999999957e+00	  -5.5068554259764135e-01	   8.4389452534384513e-01
   5.7999999999999954e+00	  -4.6460217941376131e-01	   8.9326592669220106e-01
   5.8999999999999950e+00	  -3.7387666483024096e-01	   9.3371211017550715e-01
   5.9999999999999947e+00	  -2.7941549819893097e-01	   9.6482895089812815e-01
   6.0999999999999943e+00	  -1.8216250427210112e-01	   9.8630553967342427e-01
   6.1999999999999940e+00	  -8.3089402817502600e-02	   9.9792728952556808e-01
   6.2999999999999936e+00	   1.6813900484343496e-02	   9.9957807977167656e-01
   6.3999999999999932e+00	   1.1654920485048659e-01	   9.9124141626129025e-01
   6.4999999999999929e+00	   2.1511998808780858e-01	   9.7300059618046963e-01
   6.5999999999999925e+00	   3.1154136351337108e-01	   9.4503787577384946e-01
   6.6999999999999922e+00	   4.0484992061659103e-01	   9.0763264930048404e-01
   6.7999999999999918e+00	   4.9411335113860122e-01	   8.6115865741877418e-01
   6.8999999999999915e+00	   5.7843976438819289e-01	   8.0608025289334340e-01
   6.9999999999999911e+00	   6.5698659871878240e-01	   7.4294776093570414e-01
   7.0999999999999908e+00	   7.2896904012586983e-01	   6.7239198053667693e-01
   7.1999999999999904e+00	   7.9366786384914723e-01	   5.9511788173136593e-01
   7.2999999999999901e+00	   8.5043662062855929e-01	   5.1189756177160928e-01
   7.3999999999999897e+00	   8.9870809581162225e-01	   4.2356253058546917e-01
   7.4999999999999893e+00	   9.3799997677473512e-01	   3.3099540260487931e-01
   7.5999999999999890e+00	   9.6791967203148366e-01	   2.3512107797398948e-01
   7.6999999999999886e+00	   9.8816823387699859e-01	   1.3689750125268221e-01
   7.7999999999999883e+00	   9.9854334537460432e-01	   3.7306089951154954e-02
   7.8999999999999879e+00	   9.9894134183977257e-01	  -6.2658071469408425e-02
